Name,City,State
Huron High School,ANN ARBOR,MICHIGAN
Community High School,ANN ARBOR,MICHIGAN
Skyline High School,ANN ARBOR,MICHIGAN
Correctional Services,Ann Arbor,MICHIGAN
Macomb Academy of Arts  Sciences,ARMADA,MICHIGAN
Armada High School,ARMADA,MICHIGAN
Armada Continuing Education Center,ARMADA,MICHIGAN
Ashley High School,Ashley,MICHIGAN
Athens JuniorSenor High School,ATHENS,MICHIGAN
Atherton Jr  Sr High School,BURTON,MICHIGAN
Au GresSims High School,Au Gres,MICHIGAN
Avondale Academy,Rochester Hills,MICHIGAN
Avondale High School,AUBURN HILLS,MICHIGAN
Baldwin Senior High School,BALDWIN,MICHIGAN
Bangor High School,BANGOR,MICHIGAN
John Glenn High School,BAY CITY,MICHIGAN
Bark RiverHarris JrSr High School,Harris,MICHIGAN
Bath High School,Bath,MICHIGAN
Wenona Center Home of Wenona HighMiddle School,BAY CITY,MICHIGAN
Bay City Adult EducationCTP,BAY CITY,MICHIGAN
Bay City Central High School,BAY CITY,MICHIGAN
Bay City Western High School,AUBURN,MICHIGAN
Beal City High School,MOUNT PLEASANT,MICHIGAN
Bear Lake High School,BEAR LAKE,MICHIGAN
Beaverton JuniorSenior High School,Beaverton,MICHIGAN
Bedford Senior High School,Temperance,MICHIGAN
Beecher High School,FLINT,MICHIGAN
Belding High School,BELDING,MICHIGAN
Bellaire MiddleHigh School,BELLAIRE,MICHIGAN
Bellevue JrSr High School,BELLEVUE,MICHIGAN
Bendle High School,BURTON,MICHIGAN
Bentley Senior High School,BURTON,MICHIGAN
Bentley High School BOLD Academy,BURTON,MICHIGAN
Benton Harbor High School,BENTON HARBOR,MICHIGAN
Dream Academy Alternative School of Choice,BENTON HARBOR,MICHIGAN
Benzie Central Sr High School,Benzonia,MICHIGAN
Benzie Academy,BENZONIA,MICHIGAN
Berkley High School,BERKLEY,MICHIGAN
Berrien Springs Discovery Academy,BERRIEN SPRINGS,MICHIGAN
Berrien Springs High School,BERRIEN SPRINGS,MICHIGAN
Berrien Springs Adult Education,BERRIEN SPRINGS,MICHIGAN
Berrien County Truancy Academy,Berrien Springs,MICHIGAN
Success  EdmoreMontabellaVestaburg,Vestaburg,MICHIGAN
West Michigan Virtual  Battle Creek HS,Battle Creek,MICHIGAN
Success  StantonCentral Montcalm,STANTON,MICHIGAN
Success  Escanaba,Escanaba,MICHIGAN
Success  Howard CityTri County,HOWARD CITY,MICHIGAN
Success  Three Rivers,THREE RIVERS,MICHIGAN
Success  Lakeview,LAKEVIEW,MICHIGAN
SUCCESS  Grand Rapids Alger Heights,GRAND RAPIDS,MICHIGAN
Success  Menominee,MENOMINEE,MICHIGAN
Success  Grand Rapids Fuller Ave,Grand Rapids,MICHIGAN
Success  Belding,Belding,MICHIGAN
Success  St Louis,St Louis,MICHIGAN
Success  Kenowa Hills,Grand Rapids,MICHIGAN
Big Rapids Virtual School,BIG RAPIDS,MICHIGAN
Big Rapids High School,BIG RAPIDS,MICHIGAN
Birch Run High School,BIRCH RUN,MICHIGAN
Birch Run Progressive High School,BIRCH RUN,MICHIGAN
Ernest W Seaholm High School,BIRMINGHAM,MICHIGAN
Wylie E Groves High School,BEVERLY HILLS,MICHIGAN
Blissfield High School,BLISSFIELD,MICHIGAN
Bloomfield Hills High School,BLOOMFIELD TOWNSHIP,MICHIGAN
Bloomingdale Middle and High School,Bloomingdale,MICHIGAN
MorganShaw School,BOYNE CITY,MICHIGAN
Boyne City High School,BOYNE CITY,MICHIGAN
Brandon High School,ORTONVILLE,MICHIGAN
Brandywine Innovation Academy,NILES,MICHIGAN
Brandywine Senior High School,NILES,MICHIGAN
AIM,BRECKENRIDGE,MICHIGAN
Breckenridge High School,Breckenridge,MICHIGAN
Kingsford High School,KINGSFORD,MICHIGAN
Bridgeport High School,Bridgeport,MICHIGAN
Bridgman High School,BRIDGMAN,MICHIGAN
Brighton High School,BRIGHTON,MICHIGAN
Bridge Alternative High School,BRIGHTON,MICHIGAN
Brimley JrSr High,BRIMLEY,MICHIGAN
Bronson JrSr High School,BRONSON,MICHIGAN
Columbia Alternative Education,CLARKLAKE,MICHIGAN
Columbia Central High School,BROOKLYN,MICHIGAN
Brown City Alternative HS,Brown City,MICHIGAN
Brown City High School,Brown City,MICHIGAN
Flat Rock Community High School,FLAT ROCK,MICHIGAN
Flat Rock Academic Virtual Academy 612,FLAT ROCK,MICHIGAN
Buchanan High School,BUCHANAN,MICHIGAN
Buchanan Virtual Academy,BUCHANAN,MICHIGAN
Bullock Creek High School,MIDLAND,MICHIGAN
Bullock Creek Adult Education,MIDLAND,MICHIGAN
Burr Oak High School,Burr Oak,MICHIGAN
Byron Area High School,BYRON,MICHIGAN
Byron Center High School,BYRON CENTER,MICHIGAN
Cadillac Senior High School,CADILLAC,MICHIGAN
Cadillac Innovation High School,CADILLAC,MICHIGAN
Cadillac Schools Adult Education,CADILLAC,MICHIGAN
Glenmor High School,CALEDONIA,MICHIGAN
Caledonia High School,CALEDONIA,MICHIGAN
CHSHorizons School,CALUMET,MICHIGAN
Calumet High School,CALUMET,MICHIGAN
CamdenFrontier High School,CAMDEN,MICHIGAN
Capac High School,CAPAC,MICHIGAN
Capac Virtual Education Program,CAPAC,MICHIGAN
Mott Middle College High School,FLINT,MICHIGAN
BendleCarmanAinsworth Alternative Education,Flint,MICHIGAN
CarmanAinsworth High School,Flint,MICHIGAN
Genesee Early College,FLINT,MICHIGAN
CarmanAinsworth Baker Career Academy,Flint,MICHIGAN
Phoenix Alternative High School,Powers,MICHIGAN
Caro Alternative High School,CARO,MICHIGAN
Caro High School,CARO,MICHIGAN
Omni High School,Carrollton,MICHIGAN
Carrollton High School,SAGINAW,MICHIGAN
Carson CityCrystal High School,Carson City,MICHIGAN
Carson CityCrystal Alternative Academy,CARSON CITY,MICHIGAN
CarsonvillePort Sanilac Learning Center,CARSONVILLE,MICHIGAN
CarsonvillePort Sanilac HS,CARSONVILLE,MICHIGAN
Cass City Jr and Sr High School,CASS CITY,MICHIGAN
Cassopolis Alternative Ed,CASSOPOLIS,MICHIGAN
Ross Beatty High School,CASSOPOLIS,MICHIGAN
New Beginnings Alternative High School,CEDAR SPRINGS,MICHIGAN
Cedar Springs High School,CEDAR SPRINGS,MICHIGAN
Center Line High School,Center Line,MICHIGAN
Academy 21,Center Line,MICHIGAN
Central Montcalm High School,STANTON,MICHIGAN
Covered Bridge School,Centreville,MICHIGAN
Centreville Jr Sr High School,Centreville,MICHIGAN
Centreville Adult Education,Centreville,MICHIGAN
Charlevoix Middle High School,CHARLEVOIX,MICHIGAN
Charlotte Senior High School,CHARLOTTE,MICHIGAN
Charlotte Early Middle College,CHARLOTTE,MICHIGAN
Inverness Academy,CHEBOYGAN,MICHIGAN
Cheboygan Area High School,CHEBOYGAN,MICHIGAN
Cheboygan Virtual Academy,Cheboygan,MICHIGAN
Chelsea High School,CHELSEA,MICHIGAN
Chesaning Union High School,CHESANING,MICHIGAN
Chesaning Union Schools Alternative Education,CHESANING,MICHIGAN
Mosaic School,REMUS,MICHIGAN
Chippewa Hills High School,REMUS,MICHIGAN
Dakota High School,MACOMB,MICHIGAN
Chippewa Valley Adult and Mohegan Alt Educ,CLINTON TWP,MICHIGAN
Chippewa Valley High School,CLINTON TWP,MICHIGAN
International  Academy of Macomb,CLINTON TWP,MICHIGAN
Clare Pioneer High School,CLARE,MICHIGAN
Clare High School,CLARE,MICHIGAN
Clarenceville High School,LIVONIA,MICHIGAN
Renaissance Alternative High School,CLARKSTON,MICHIGAN
Clawson High School,Clawson,MICHIGAN
ClimaxScotts High School,CLIMAX,MICHIGAN
ClimaxScotts Virtual Academy,CLIMAX,MICHIGAN
Clinton High School,CLINTON,MICHIGAN
Clinton Virtual JrSr High School,CLINTON,MICHIGAN
Clintondale High School,CLINTON TOWNSHIP,MICHIGAN
Creative Learning Center  Warren,WARREN,MICHIGAN
Creative Learning Center  Dearborn,DEARBORN,MICHIGAN
Creative Learning Center  Highland Park,Highland Park,MICHIGAN
Clio Area High School,CLIO,MICHIGAN
Coldwater High School,COLDWATER,MICHIGAN
Coleman JuniorSenior High School,COLEMAN,MICHIGAN
Coloma High School,COLOMA,MICHIGAN
Colon High School,COLON,MICHIGAN
Comstock Compass High School,KALAMAZOO,MICHIGAN
Comstock High School,KALAMAZOO,MICHIGAN
Comstock Park High School,COMSTOCK PARK,MICHIGAN
Concord High School,Concord,MICHIGAN
Constantine High School,CONSTANTINE,MICHIGAN
Constantine Alternative Education,CONSTANTINE,MICHIGAN
Coopersville High School,COOPERSVILLE,MICHIGAN
Corunna High School,CORUNNA,MICHIGAN
Covert High School,COVERT,MICHIGAN
Grayling High School,GRAYLING,MICHIGAN
CroswellLexington High School,CROSWELL,MICHIGAN
Pioneer High School,Lexington,MICHIGAN
Dansville High School,DANSVILLE,MICHIGAN
Davison Alternative Education,DAVISON,MICHIGAN
Davison High School,DAVISON,MICHIGAN
DeWitt High School,DeWitt,MICHIGAN
Dearborn High School,DEARBORN,MICHIGAN
Edsel Ford High School,DEARBORN,MICHIGAN
Fordson High School,DEARBORN,MICHIGAN
Henry Ford Early College,DEARBORN,MICHIGAN
Dearborn Magnet High School,DEARBORN HEIGHTS,MICHIGAN
Henry Ford Early CollegeAdvanced Manufacturing,Dearborn,MICHIGAN
Annapolis High School,DEARBORN HEIGHTS,MICHIGAN
Dearborn Heights Virtual Academy,Dearborn Heights,MICHIGAN
Robichaud Senior High School,DEARBORN HEIGHTS,MICHIGAN
Westwood Cyber High School,Inkster,MICHIGAN
Westwood Alternative Education High School North,DEARBORN HTS,MICHIGAN
Decatur High School,DECATUR,MICHIGAN
Deckerville Community High School,DECKERVILLE,MICHIGAN
DK Academy,DELTON,MICHIGAN
DeltonKellogg High School,DELTON,MICHIGAN
DeTour High School,DeTour Village,MICHIGAN
Dexter High School,DEXTER,MICHIGAN
Pathfinders Alternative Ed,DOWAGIAC,MICHIGAN
Union High School,DOWAGIAC,MICHIGAN
Dryden High School,DRYDEN,MICHIGAN
Riverside Academy,DUNDEE,MICHIGAN
Dundee Community High School,DUNDEE,MICHIGAN
Durand Area High School,DURAND,MICHIGAN
Marine City High School,MARINE CITY,MICHIGAN
St Clair High School,SAINT CLAIR,MICHIGAN
Eastpointe High School,EASTPOINTE,MICHIGAN
Eastpointe Virtual Academy,Eastpointe,MICHIGAN
Eastpointe Alternative Center,Eastpointe,MICHIGAN
East Grand Rapids High School,GRAND RAPIDS,MICHIGAN
East Jackson High School,JACKSON,MICHIGAN
WAY East Jackson,JACKSON,MICHIGAN
East Jordan MiddleHigh School,East Jordan,MICHIGAN
East Jordan Alternative High School,East Jordan,MICHIGAN
East Lansing High School,EAST LANSING,MICHIGAN
Greyhound Central Performance Academy,EATON RAPIDS,MICHIGAN
Eaton Rapids High School,EATON RAPIDS,MICHIGAN
Eau Claire High School,Eau Claire,MICHIGAN
Eau Claire Alternative Education,EAU CLAIRE,MICHIGAN
Ecorse Community High School,ECORSE,MICHIGAN
Downriver Virtual Academy,ECORSE,MICHIGAN
Hope Academic Academy,Ecorse,MICHIGAN
Montabella JuniorSenior High,BLANCHARD,MICHIGAN
Edwardsburg High School,EDWARDSBURG,MICHIGAN
Elk Rapids High School,ELK RAPIDS,MICHIGAN
Sunrise Academy,ELK RAPIDS,MICHIGAN
Laker High School,PIGEON,MICHIGAN
Escanaba Area Public High School,ESCANABA,MICHIGAN
Escanaba Student Success Center,ESCANABA,MICHIGAN
Garber High School,ESSEXVILLE,MICHIGAN
Evart High School,EVART,MICHIGAN
Farmington Central High School,FARMINGTON HILLS,MICHIGAN
Farmington High School,FARMINGTON,MICHIGAN
North Farmington High School,FARMINGTON HILLS,MICHIGAN
Harrison High School,FARMINGTON HILLS,MICHIGAN
Farwell Timberland Alternative High School,FARWELL,MICHIGAN
Farwell High School,FARWELL,MICHIGAN
Pearl AlternativeAdult Education School,FENNVILLE,MICHIGAN
Fennville Public High School,Fennville,MICHIGAN
Fenton Senior High School,FENTON,MICHIGAN
FAPSGEAR UP ACADEMY,Fenton,MICHIGAN
CASA,OAK PARK,MICHIGAN
University High School,FERNDALE,MICHIGAN
Ferndale High School,FERNDALE,MICHIGAN
Tri County Educational Center,FERNDALE,MICHIGAN
Fitzgerald Senior High School,WARREN,MICHIGAN
Fitzgerald Virtual Academy,Warren,MICHIGAN
Accelerated Learning Academy,FLINT,MICHIGAN
Southwestern Classical Academy,FLINT,MICHIGAN
Gateway to CollegeMott Community College,FLINT,MICHIGAN
Flushing High School,FLUSHING,MICHIGAN
Forest Area High School,FIFE LAKE,MICHIGAN
Eastern High School,ADA,MICHIGAN
Central High School,GRAND RAPIDS,MICHIGAN
Northern High School,GRAND RAPIDS,MICHIGAN
Gwinn MiddleHigh School,GWINN,MICHIGAN
Fowler High School,FOWLER,MICHIGAN
Fowlerville High School,FOWLERVILLE,MICHIGAN
Fowlerville Online Learning Academy,FOWLERVILLE,MICHIGAN
Frankenmuth High School,FRANKENMUTH,MICHIGAN
Frankfort High School,FRANKFORT,MICHIGAN
Fraser High School,FRASER,MICHIGAN
Freeland Middle SchoolHigh School,FREELAND,MICHIGAN
Quest High School,FREMONT,MICHIGAN
Fremont High School,FREMONT,MICHIGAN
Fruitport Alternative High School,FRUITPORT,MICHIGAN
Fruitport High School,FRUITPORT,MICHIGAN
Fruitport Adult Education,FRUITPORT,MICHIGAN
Fulton Alternative Education,MIDDLETON,MICHIGAN
Fulton High School,MIDDLETON,MICHIGAN
GalesburgAugusta High School,GALESBURG,MICHIGAN
GalesburgAugusta Alternative Education,Galesburg,MICHIGAN
Cambridge High School,GARDEN CITY,MICHIGAN
Garden City High School,GARDEN CITY,MICHIGAN
Consolidated Community School Services,KINCHELOE,MICHIGAN
Gaylord High SchoolVoc Bldg,GAYLORD,MICHIGAN
Gaylord Virtual Instruction Program,GAYLORD,MICHIGAN
Genesee High School,Genesee,MICHIGAN
Roscommon High School,ROSCOMMON,MICHIGAN
Oscar A Carlson High School,ROCKWOOD,MICHIGAN
Gladstone Area High School,Gladstone,MICHIGAN
Gladwin Community Alternative HS,GLADWIN,MICHIGAN
Gladwin High School,GLADWIN,MICHIGAN
Gobles High School,Gobles,MICHIGAN
Gobles Virtual Academy,Gobles,MICHIGAN
East Lee Campus,WYOMING,MICHIGAN
GodfreyLee Ed Station,WYOMING,MICHIGAN
Lee High School,Wyoming,MICHIGAN
Godwin Heights Learning Center,GRAND RAPIDS,MICHIGAN
Godwin Heights Senior High School,GRAND RAPIDS,MICHIGAN
Goodrich High School,GOODRICH,MICHIGAN
Grand Blanc Community High School,GRAND BLANC,MICHIGAN
Central High School,GRAND HAVEN,MICHIGAN
Grand Haven High School,GRAND HAVEN,MICHIGAN
Career Development School,GRAND HAVEN,MICHIGAN
Grand Haven Cyber School,GRAND HAVEN,MICHIGAN
Grand Ledge High School,GRAND LEDGE,MICHIGAN
Kent Vocational Options,GRAND RAPIDS,MICHIGAN
Southeast Career Pathways,GRAND RAPIDS,MICHIGAN
Kent Education CenterBeltline,GRAND RAPIDS,MICHIGAN
Newcomers Community School,GRAND RAPIDS,MICHIGAN
Ottawa Hills High School,GRAND RAPIDS,MICHIGAN
Union High School,GRAND RAPIDS,MICHIGAN
City MiddleHigh School,GRAND RAPIDS,MICHIGAN
Grand Rapids University Preparatory Academy,GRAND RAPIDS,MICHIGAN
Grand Rapids Learning Center,GRAND RAPIDS,MICHIGAN
Community Transition Campus,Grand Rapids,MICHIGAN
Innovation Central High School,Grand Rapids,MICHIGAN
Grandville High School,GRANDVILLE,MICHIGAN
Grant Learning Center,GRANT,MICHIGAN
Grant High School,GRANT,MICHIGAN
Grass Lake High School,GRASS LAKE,MICHIGAN
Greenville Senior High School,GREENVILLE,MICHIGAN
Satterlee School,Greenville,MICHIGAN
Grosse Ile High School,GROSSE ILE,MICHIGAN
Gull Lake High School,RICHLAND,MICHIGAN
Gull Lake Gateway Academy,Richland,MICHIGAN
Hale High School,HALE,MICHIGAN
Hamilton High School,HAMILTON,MICHIGAN
Pioneer Tech High School,HAMILTON,MICHIGAN
Hamtramck High School,HAMTRAMCK,MICHIGAN
Horizon High School,HAMTRAMCK,MICHIGAN
Hancock MiddleHigh School,HANCOCK,MICHIGAN
HanoverHorton High School,HORTON,MICHIGAN
HanoverHorton Virtual School,HORTON,MICHIGAN
Harbor Springs High School,HARBOR SPRINGS,MICHIGAN
Harper Creek High School,BATTLE CREEK,MICHIGAN
Harper Woods High School,HARPER WOODS,MICHIGAN
Harper Academy,Harper Woods,MICHIGAN
Diploma Success Community School,Harper Woods,MICHIGAN
Harper Woods Virtual Academy,CLINTON TWP,MICHIGAN
Harrison Alternative Education,Harrison,MICHIGAN
Harrison Community High School,Harrison,MICHIGAN
Hart High School,HART,MICHIGAN
Hartford High School,HARTFORD,MICHIGAN
Hartford Alternative Education,Hartford,MICHIGAN
Legacy High School,HOWELL,MICHIGAN
Hartland High School,HARTLAND,MICHIGAN
Hartland Virtual Academy,Howell,MICHIGAN
Haslett High School,HASLETT,MICHIGAN
Hastings High School,HASTINGS,MICHIGAN
Hazel Park Adult Education,HAZEL PARK,MICHIGAN
Hazel Park High School,HAZEL PARK,MICHIGAN
Hazel Park ACCESS Alternative School,HAZEL PARK,MICHIGAN
SER YouthBuild High School Academy,HAZEL PARK,MICHIGAN
Invest Roosevelt Alternative High School,HAZEL PARK,MICHIGAN
Michigan Cyber Academy,HAZEL PARK,MICHIGAN
Hazel Park Training Facility II,HAZEL PARK,MICHIGAN
Hazel Park Training Facility,HAZEL PARK,MICHIGAN
Viking Virtual Academy,HAZEL PARK,MICHIGAN
Hazel Park ESL 9 Mile,Hazel Park,MICHIGAN
Hemlock Alternative Education,Hemlock,MICHIGAN
Hemlock High School,Hemlock,MICHIGAN
Hesperia Community Education,Hesperia,MICHIGAN
Hesperia High School,Hesperia,MICHIGAN
Hillman Community JrSr High School,HILLMAN,MICHIGAN
Hillsdale High School,HILLSDALE,MICHIGAN
Horizon Alternative School,HILLSDALE,MICHIGAN
Holland High School,HOLLAND,MICHIGAN
Holland Virtual Tech High School,HOLLAND,MICHIGAN
Karl Richter Campus,HOLLY,MICHIGAN
Holly High School,HOLLY,MICHIGAN
Holt Senior High School,HOLT,MICHIGAN
Holton High School,HOLTON,MICHIGAN
Holton Virtual Academy,HOLTON,MICHIGAN
Homer Community High School,HOMER,MICHIGAN
Hopkins High School,HOPKINS,MICHIGAN
Houghton Lake Community Education,HOUGHTON LAKE,MICHIGAN
Houghton Lake High School,HOUGHTON LAKE,MICHIGAN
Howell High School,HOWELL,MICHIGAN
Hudson Area High School,HUDSON,MICHIGAN
Hudson Alternative High School,Hudson,MICHIGAN
Southern Michigan Center for Science  Industry SMCSI,Hudson,MICHIGAN
Tecumseh SMCSI,HUDSON,MICHIGAN
Hudsonville Freshman Building,HUDSONVILLE,MICHIGAN
Huron High School,NEW BOSTON,MICHIGAN
Huron AI Center HS Program,WOODHAVEN,MICHIGAN
Harbor High School,WHITE LAKE,MICHIGAN
Huron Valley Adult Education,WHITE LAKE,MICHIGAN
Milford High School,HIGHLAND,MICHIGAN
Lakeland High School,WHITE LAKE,MICHIGAN
Ida High School,IDA,MICHIGAN
Venture High School,IMLAY CITY,MICHIGAN
Imlay City High School,IMLAY CITY,MICHIGAN
Inland Lakes Secondary School,INDIAN RIVER,MICHIGAN
Douglas R Welch High School,IONIA,MICHIGAN
Ionia High School,IONIA,MICHIGAN
Iron Mountain High School,IRON MOUNTAIN,MICHIGAN
Gogebic Co Community Education,IRONWOOD,MICHIGAN
IshpemingNegauneeNICE Comm Ed Division,NEGAUNEE,MICHIGAN
Ishpeming High School,ISHPEMING,MICHIGAN
Ithaca High School,ITHACA,MICHIGAN
TA Wilson School,Jackson,MICHIGAN
Jackson High School,JACKSON,MICHIGAN
Jackson County Jail,JACKSON,MICHIGAN
Jackson Pathways,Jackson,MICHIGAN
Jefferson High School,MONROE,MICHIGAN
Jenison High School,JENISON,MICHIGAN
JohannesburgLewiston High School,Johannesburg,MICHIGAN
Jonesville High School,JONESVILLE,MICHIGAN
Jonesville Pathways,JONESVILLE,MICHIGAN
Phoenix Alternative High School,Kalamazoo,MICHIGAN
Kalamazoo Area Math and Science Center,KALAMAZOO,MICHIGAN
Transition Services,KALAMAZOO,MICHIGAN
Loy Norrix High School,KALAMAZOO,MICHIGAN
Kalamazoo Central High School,KALAMAZOO,MICHIGAN
Kalamazoo Innovative Learning Program,Kalamazoo,MICHIGAN
Brethren High School,BRETHREN,MICHIGAN
Kalkaska Alternative Program,Kalkaska,MICHIGAN
Kalkaska High School,Kalkaska,MICHIGAN
Kearsley High School,FLINT,MICHIGAN
Kelloggsville High School,Wyoming,MICHIGAN
54th Street Academy,GRAND RAPIDS,MICHIGAN
Kenowa Hills High School,GRAND RAPIDS,MICHIGAN
Kenowa Hills Pathways High School,Grand Rapids,MICHIGAN
Kent City High School,KENT CITY,MICHIGAN
Kent City Alternative High School,KENT CITY,MICHIGAN
Crossroads Alternative High School,GRAND RAPIDS,MICHIGAN
Kingsley Area High School,KINGSLEY,MICHIGAN
Kingston High School,KINGSTON,MICHIGAN
Laingsburg High School,LAINGSBURG,MICHIGAN
Lake City High School,Lake City,MICHIGAN
Lake City Alternative School,Lake City,MICHIGAN
Lake Fenton High School,Linden,MICHIGAN
Community Ed Resource Center,LAKE ORION,MICHIGAN
Lake Orion Community High School,LAKE ORION,MICHIGAN
Learning Options High School,Lake Orion,MICHIGAN
Lakeshore High School,STEVENSVILLE,MICHIGAN
Lakeview High School,Battle Creek,MICHIGAN
Lakeview High School,SAINT CLAIR SHORES,MICHIGAN
Lakeview High School,LAKEVIEW,MICHIGAN
